id,RESOURCE,MGR_ID,ROLE_ROLLUP_1,ROLE_ROLLUP_2,ROLE_DEPTNAME,ROLE_TITLE,ROLE_FAMILY_DESC,ROLE_FAMILY,ROLE_CODE,Action
446,34005,744,117961,118300,120722,117905,117906,290919,117908,1
447,14666,100147,117951,117952,117941,117879,117897,19721,117880,1
448,70202,7014,117961,118446,119961,118278,287351,290919,118279,1
449,29100,3770,117961,118343,118395,120647,311441,118398,120649,1
450,18278,2641,117961,118327,118391,118784,117906,290919,118786,1
451,19815,1311,117961,117962,118910,119346,4673,4673,119348,0
452,39373,50781,91261,118026,139759,118321,117906,290919,118322,1
453,6977,7344,117961,118225,120663,138019,153236,120518,138021,1
454,25993,65220,118602,118603,117941,117899,117899,19721,117900,1
455,41235,58999,118742,118743,117941,117885,117886,117887,117888,1
456,28586,17319,117961,117962,118791,121469,310997,118424,121471,1
457,75078,28163,118315,118316,120361,118784,162214,290919,118786,1
458,15716,15395,118555,118178,117945,123670,212510,121916,123672,1
459,23921,3509,118752,119070,119781,118563,194960,270488,118565,1
460,34109,185,119134,119135,118575,118172,307446,249618,118175,1
461,18072,32884,118573,118574,117945,117946,144259,292795,117948,1
462,42085,52105,118595,118596,81476,118422,170384,118424,118425,1
463,31228,1334,117961,117962,118910,118321,240983,290919,118322,1
464,74001,58404,118090,118091,117884,117885,117913,117887,117888,1
465,80566,770,117961,118300,119181,118451,130134,118453,118454,1
466,42508,50976,117961,118413,119968,117905,117906,290919,117908,1
467,42313,16244,117961,118052,120318,118784,117906,290919,118786,1
468,74431,6985,119134,119135,118437,118777,264725,308574,118779,1
469,31222,54684,117961,117962,118910,118777,279443,308574,118779,1
470,35068,4945,117961,118300,118360,118636,310589,118638,118639,1
471,75078,70777,118315,118463,118522,118321,117906,290919,118322,1
472,79092,1911,117943,117944,118042,118043,118043,270488,118046,1
473,78745,7460,117961,118300,118783,118784,147114,290919,118786,0
474,31661,17244,117961,118052,120398,120006,311622,118424,120008,1
475,25240,7807,117961,118327,118518,120097,124862,270488,120099,1
476,25753,55929,122532,122533,117945,280788,280788,292795,119082,1
477,73756,4918,117961,118300,123055,120344,311360,118424,120346,1
478,1020,15682,117961,118300,118957,117905,117906,290919,117908,0
479,973,4110,119596,119597,118292,118422,191064,118424,118425,1
480,25883,1958,118441,118442,118378,119192,300603,119184,119194,1
481,17308,25686,118541,118542,118543,126138,127068,124136,126140,1
482,75834,133801,119062,119091,118535,118321,117906,290919,118322,1
483,79121,5016,117961,118343,121710,120789,250337,118424,120791,1
484,35625,25607,117961,118343,118856,117905,117906,290919,117908,1
485,16241,2061,117961,118327,120383,118641,306399,118643,118644,1
486,45055,49283,117961,118300,119181,118321,117906,290919,118322,1
487,45828,61247,117910,117911,117920,118568,125937,19721,118570,1
488,33054,5396,117961,118343,119993,120773,118959,118960,120774,1
489,35897,79100,91261,118026,119362,119065,158390,118667,119067,1
490,31917,724,117961,118300,119181,118321,117906,290919,118322,1
491,17308,47104,117890,117891,117878,117879,117879,19721,117880,1
492,23096,69507,126918,126919,118042,118043,146409,270488,118046,1
493,21719,18027,117961,117969,120620,120621,120622,19793,120623,1
494,39474,7459,5110,117954,122672,125751,135104,118870,125753,1
495,18913,13742,117929,117940,117941,117885,117913,117887,117888,1
496,4675,7032,117961,118225,120551,133306,133307,118205,133308,1
497,26808,46503,120140,120141,118378,120952,202760,118453,120954,1
498,40391,42230,117961,118327,118744,117905,117906,290919,117908,1
499,3853,3085,117961,118300,125821,119849,154949,118638,119851,1
500,35498,13419,117961,118300,120059,120812,305057,118638,120814,1
501,33054,3116,117961,118300,147589,118054,118054,117887,118055,1
502,1151,4108,118887,118888,119136,119137,122564,118474,119139,0
503,27124,7807,117961,118327,118518,118207,190710,270488,118209,1
504,20271,27819,117916,118150,117884,117885,117913,117887,117888,1
505,15022,8415,117961,118052,118881,117905,117906,290919,117908,1
506,20364,5242,117961,118343,120671,121469,125853,118424,121471,1
507,27826,7344,117961,118225,120663,123648,127917,120518,123650,1
508,43302,7084,117961,118386,121961,118318,168365,118205,118319,1
509,35376,215806,118315,118316,123656,118321,290919,290919,118322,1
510,20178,4743,119062,130600,120663,117905,117906,290919,117908,0
511,41314,7789,118573,118574,117945,117946,144259,292795,117948,1
512,3853,4874,117961,118343,121747,122645,269808,119221,122647,1
513,33323,70274,119062,119091,118042,118563,118563,270488,118565,0
514,39262,6108,117961,118386,118404,118321,117906,290919,118322,1
515,26402,6021,117961,118413,122007,118321,118448,290919,118322,1
516,6977,770,117961,118300,120722,118451,142600,118453,118454,1
517,1937,5490,117961,117962,5488,118641,118642,118643,118644,1
518,79443,4004,117961,118343,118856,118451,230830,118453,118454,1
519,25192,49147,118887,118888,123719,118777,279443,308574,118779,1
520,40630,24709,117916,118011,117941,117879,117886,19721,117880,1
521,41575,4370,117961,118343,118514,118784,165715,290919,118786,1
522,81316,205,117961,118386,118746,118784,118785,290919,118786,1
523,81001,7490,118349,118350,122672,130857,125539,308574,130858,1
524,25326,8698,120864,120865,119824,117905,117906,290919,117908,1
525,6960,6982,117961,118300,118783,118321,117906,290919,118322,0
526,44976,43884,118555,118178,118556,117946,118557,292795,117948,1
527,44812,16986,118212,118213,123201,118784,118785,290919,118786,1
528,25993,13864,117961,118446,123858,119849,244844,118638,119851,1
529,79092,86857,117902,118041,118556,118995,118806,292795,118997,1
530,30932,50806,117961,118446,119961,118259,125889,290919,118261,1
531,37260,52481,117983,117984,117878,117879,117897,19721,117880,1
532,77049,16641,117929,117940,117941,118568,192106,19721,118570,1
533,73815,10987,119170,119171,140453,129229,225246,119788,129231,1
534,14354,50195,118079,118080,117878,117879,304519,19721,117880,1
535,70310,52007,117961,117962,118910,179731,118368,117887,117973,1
536,37567,7389,117961,118386,118746,118451,130134,118453,118454,1
537,4675,34461,117961,118327,120685,122060,160617,290919,122062,1
538,35540,61026,117929,117940,117941,118568,281735,19721,118570,1
539,41575,8592,119062,119091,118514,117905,117906,290919,117908,1
540,34958,34612,117961,118327,118320,118321,117906,290919,118322,1
541,75787,15541,118573,118574,118556,280788,127423,292795,119082,1
542,25210,22800,117961,118343,119796,118636,185784,118638,118639,1
543,80784,57757,117961,118343,142038,118321,118448,290919,118322,0
544,28149,28273,118315,118316,120764,119172,287381,118467,119174,1
545,27755,13201,117951,117952,117941,117885,117897,117887,117888,1
546,28149,18190,117961,118386,120361,117905,117906,290919,117908,1
547,38205,47555,118185,31010,117912,117885,117913,117887,117888,1
548,34057,70062,117961,118386,118746,118321,117906,290919,118322,1
549,39879,7710,117902,118041,117945,280788,280788,292795,119082,1
550,6977,6982,117961,118300,118783,118321,118448,290919,118322,0
551,34230,3966,117961,118343,122012,118685,120316,308574,118687,1
552,35376,8068,117961,118386,118635,118321,117906,290919,118322,1
553,33151,21037,117961,117969,19666,120647,202872,118398,120649,1
554,40864,55134,118216,118217,117878,118396,269406,118398,118399,1
555,38468,62541,117980,117981,118246,179731,119035,117887,117973,1
556,74700,7560,117961,118300,119181,118321,117906,290919,118322,0
557,42085,52736,119596,119597,118911,120789,171744,118424,120791,1
558,28149,8368,91261,118026,118202,118321,117906,290919,118322,1
559,7543,16735,117961,118300,118783,118321,117906,290919,118322,1
560,203,210,117961,118386,118746,117905,117906,290919,117908,1
561,79299,36958,122532,122533,118171,259173,208153,292795,118943,1
562,23489,5053,117961,118300,121108,120344,267189,118424,120346,1
563,25570,32,117961,118343,118514,117905,117906,290919,117908,1
564,967,15510,118169,118170,134743,130479,137505,119784,130481,1
565,75078,24974,91261,118026,118027,119529,123357,119006,119531,1
566,17849,17858,117961,118386,118673,119976,123220,19793,119978,1
567,278393,22819,117961,118225,119136,118702,140153,118704,118705,1
568,45904,17973,118006,118007,118810,122952,305581,19793,122954,1
569,78320,71984,118003,118004,117878,117879,117879,19721,117880,1
570,39264,123313,118290,118291,118171,118172,118173,249618,118175,1
571,18072,38902,118256,118257,117945,117946,118806,292795,117948,1
572,4685,70,119920,119921,119922,117905,129950,290919,117908,1
573,79611,50736,117961,118052,118821,118321,117906,290919,118322,1
574,20299,46832,117989,117990,118810,118811,309981,19793,118813,1
575,79121,3918,117961,118343,118660,118826,158101,118424,118828,1
576,76465,1605,117961,118327,128935,118396,235280,118398,118399,1
577,1969,19958,117961,118327,118552,118054,118054,117887,118055,1
578,40862,25242,117887,118178,118320,118641,306399,118643,118644,1
579,20743,8781,118084,118085,117920,119323,119456,19793,119325,1
580,13878,20606,118095,118096,117941,117899,117899,19721,117900,1
581,42304,770,117961,118300,120722,118451,142600,118453,118454,1
582,75834,20361,117961,117962,118352,118054,120325,117887,118055,1
583,79296,17128,117961,118300,119984,118396,300044,118398,118399,1
584,44750,3225,117961,118327,118929,118784,126514,290919,118786,1
585,73921,85475,117961,118300,120410,117905,117906,290919,117908,1
586,3853,4554,117961,118300,118514,118259,118260,290919,118261,1
587,32456,25262,117961,118327,118320,118685,311622,308574,118687,1
588,391,50641,117926,118124,117941,118568,167402,19721,118570,1
589,33230,2014,117961,117962,117904,118636,310589,118638,118639,1
590,32630,1140,117961,117962,118352,118321,240983,290919,118322,1
591,76416,3053,117961,118225,120663,118641,306399,118643,118644,1
592,41758,46608,118315,118463,122636,120773,123148,118960,120774,1
593,15716,58711,117961,119256,119257,118995,118806,292795,118997,1
594,4675,101472,117961,118343,119142,118318,311618,118205,118319,1
595,42093,4950,117961,118343,118911,118912,309291,118424,118914,1
596,17249,2395,117961,118300,123055,118054,118054,117887,118055,1
597,25993,5730,117961,118446,118833,120578,120579,118762,120580,1
598,39264,7716,118573,118574,118623,118995,286106,292795,118997,1
599,42031,71385,118315,118463,118522,118318,120689,118205,118319,1
600,39939,795,117961,118225,120551,118321,117906,290919,118322,1
601,40237,102232,91261,118026,118027,122989,124043,119006,122991,1
602,39879,15439,117902,118041,118556,280788,280788,292795,119082,1
603,44977,2260,117961,118343,119598,118422,300136,118424,118425,1
604,16613,3869,117961,118225,129617,118747,236002,118453,118749,1
605,41314,86857,117902,118041,118556,118274,118806,292795,118276,1
606,41269,71189,117961,118386,121883,119962,131188,118205,119964,1
607,42709,1480,122532,122533,118575,119192,129506,119184,119194,1
608,27356,36051,117961,118386,118635,119849,282370,118638,119851,1
609,15064,60827,117961,118225,119781,118054,167069,117887,118055,1
610,7543,15990,117961,118413,125133,119849,128470,118638,119851,1
611,45652,249,117961,118225,118403,117905,117906,290919,117908,1
612,1937,1475,119062,119091,118450,118028,153719,117887,118030,1
613,3853,59043,117961,118343,118514,118321,117906,290919,118322,0
614,79296,25872,118169,118170,118575,117946,135255,292795,117948,1
615,15720,16850,117961,118225,119238,122849,120324,119095,122850,1
616,7543,7370,117961,117962,118481,118321,117906,290919,118322,1
617,38468,82284,118953,118954,117884,117885,117913,117887,117888,1
618,19484,12128,118219,118220,118810,120033,120034,19793,120035,1
619,42085,2908,117961,118343,118979,120344,303717,118424,120346,1
620,37807,16049,117926,118124,81476,179731,120238,117887,117973,1
621,34924,55782,117961,118327,120299,123073,217580,118612,123075,1
622,16633,4728,117961,118343,123125,118685,120316,308574,118687,1
623,80850,5369,117961,118413,122007,118321,118448,290919,118322,1
624,34924,50952,117961,118327,118929,118321,117906,290919,118322,1
625,77300,5580,117902,118041,118556,118274,118806,292795,118276,1
626,74615,17790,117961,118225,119924,117905,117906,290919,117908,1
627,79092,2113,117951,117952,117920,118568,124610,19721,118570,1
628,23990,4584,117961,118300,120297,118321,240983,290919,118322,1
629,3853,17669,117961,118446,118514,118321,290919,290919,118322,1
630,16512,49772,91261,118026,118746,118451,126309,118453,118454,1
631,72345,8168,117961,118386,119954,119962,168365,118205,119964,1
632,23096,4004,117961,118343,118856,117905,117906,290919,117908,1
633,35793,1605,117961,118327,128935,118396,235280,118398,118399,1
634,34810,49961,117961,118225,118403,117905,117906,290919,117908,1
635,78730,17930,117961,118446,118810,118811,120605,19793,118813,1
636,6195,1146,117961,118225,120663,117905,240983,290919,117908,1
637,27230,49850,117961,118413,122007,118259,118260,290919,118261,1
638,81350,4419,117961,118300,118458,118293,118302,118295,118296,1
639,20218,15381,119280,119281,117945,280788,130913,292795,119082,1
640,75901,25630,117961,118343,120291,120497,234773,118424,120499,1
641,19484,20496,118219,118220,118221,117885,117886,117887,117888,1
642,73815,28150,118315,118316,119214,126820,242608,118638,126822,1
643,33054,8709,117961,118300,128830,118054,118054,117887,118055,1
644,4675,44022,117961,117962,122215,118321,160543,290919,118322,0
645,1020,7229,117902,117903,127168,118321,117906,290919,118322,1
646,33642,68641,117989,117990,117941,117879,117886,19721,117880,1
647,7543,7519,91261,118026,120671,118321,117906,290919,118322,1
648,40185,56359,117893,117894,117895,118568,264384,19721,118570,1
649,25734,3734,117961,118300,120059,123670,305057,121916,123672,1
650,37651,2163,118219,118220,120694,118777,130218,308574,118779,1
651,6977,144199,118658,125100,125101,118784,239344,290919,118786,1
652,29918,7424,5110,117954,122672,133111,306530,118870,133113,1
653,38,3697,117961,118327,118933,118747,130134,118453,118749,1
654,13878,57715,117961,118446,118701,118702,129679,118704,118705,1
655,36237,21033,117961,118300,123749,119849,166593,118638,119851,1
656,23964,7029,117961,117962,120677,120357,149187,118424,120359,1
657,25812,11987,118006,118007,117884,117885,117886,117887,117888,1
658,80239,1614,117961,118327,120171,118747,130134,118453,118749,1
659,28294,86279,117961,118343,118609,120357,120065,118424,120359,1
660,25993,770,117961,118300,118437,118451,130134,118453,118454,1
661,79092,3707,117961,118446,118684,119949,121350,290919,119951,1
662,40997,1539,117961,118225,121716,118777,279443,308574,118779,1
663,31441,3085,117961,118300,125821,119849,154949,118638,119851,1
664,32270,4787,117961,118300,123055,118054,118054,117887,118055,1
665,38764,210,117961,118386,118746,118321,240983,290919,118322,1
666,27752,58925,118212,119763,128350,119004,144111,119006,119007,1
667,39447,124033,124034,124035,117945,280788,126042,292795,119082,0
668,18418,5409,117961,118343,119993,118321,240983,290919,118322,1
669,34433,16642,117961,118300,81476,118321,117906,290919,118322,1
670,33642,55751,118602,118603,117941,118568,209163,19721,118570,1
671,17308,14650,118219,118220,117920,117879,117897,19721,117880,1
672,74827,7935,117961,118052,120539,117905,117906,290919,117908,1
673,18605,19986,117961,118225,125139,120773,118959,118960,120774,1
674,23971,18686,117961,118386,128823,118784,118785,290919,118786,1
675,32270,22855,117961,118300,118360,119849,310589,118638,119851,1
676,6302,98757,117959,117960,117941,117885,117913,117887,117888,1
677,25705,4213,118290,118291,118701,119587,119588,118704,119589,1
678,43963,59748,117961,118386,119954,117905,117906,290919,117908,1
679,6977,8707,117961,118300,19772,132096,168524,119095,132098,1
680,34924,3768,117961,118327,118862,120647,311441,118398,120649,1
681,1969,57580,119596,119597,125440,119192,130411,119184,119194,1
